trench_id,mean_rate
0,0.0649205672676062
2,0.06524489394307624
3,0.05466001575201279
4,0.07943040958213739
5,0.08651451656957501
6,0.05898545479787784
7,0.06282349439831751
9,0.06500715334813427
10,0.06852729980751937
11,0.06463600574229605
12,0.06582478315257456
13,0.06828291097817929
14,0.05258893186120134
15,0.06592957700643066
16,0.05856409859388462
17,0.062219908503016653
18,0.06555739572305366
19,0.0729637636113619
20,0.06151076491891725
21,0.06905362439326222
22,0.06188517059269911
23,0.0616129474190541
24,0.09300481725034614
25,0.06115885943734924
27,0.04987900244334684
29,0.059238459015787025
31,0.055468155720660384
33,0.06466318940999884
36,0.06820081919697162
40,0.06050431361043154
41,0.06792819864167013
55,0.061612743274844485
56,0.05510787333305873
57,0.06034626942240335
58,0.06567145222318138
59,0.06210477504581637
60,0.055611656061746256
61,0.05576255554378342
62,0.05544190349796254
63,0.06352445838079006
64,0.059130270204885926
66,0.05370954856292907
67,0.058864957572859526
68,0.059553472671258344
69,0.06645271097466672
70,0.06366088008876485
71,0.06826173282287225
72,0.07268055988808421
73,0.06281143676835697
74,0.06916958134690863
75,0.053059762489554865
76,0.06765961486353822
77,0.05570144816100967
78,0.06680784937914841
79,0.06412687664484222
81,0.06184865179342881
82,0.06577016405461014
83,0.0628330407474538
84,0.25391267444717225
85,0.05848314257409331
86,0.06466891367592
87,0.07500307896557586
88,0.06418574110654454
89,0.06359516260421638
90,0.05550211463427536
101,0.055266344943949386
102,0.061751701812679104
103,0.06257996360623712
104,0.05013885826374195
105,0.05615364459595046
106,0.06245572268802988
107,0.0485431822576064
108,0.04966007271619666
109,0.03947785451897538
110,0.05380280690193795
111,0.06321607091790231
112,0.05723040703118413
113,0.053540650153311706
115,0.06123665448835109
116,0.057098495465894336
117,0.05552910548755184
118,0.0612598504275175
119,0.0712520398322451
120,0.06214967017506635
121,0.06365798948898972
122,0.06659746109855265
123,0.04712567189193176
124,0.07371406110657915
125,0.06505276993168324
126,0.06456735009346172
131,0.06584532005925704
145,0.05881882384670645
151,0.06684220244267901
152,0.0542570758804472
154,0.13046605376613568
155,0.06233941860192587
157,0.0385322477625017
158,0.06214582554781417
159,0.06553862406497879
160,0.062414034135953
161,0.04911201477587694
162,0.041296431732318416
163,0.06422771396398737
164,0.055777501996447286
165,0.062219038594997444
166,0.06193771220139069
167,0.054971163006340897
168,0.053877929179881275
169,0.06416435450251538
170,0.06783119754615904
171,0.06054570021947444
172,0.0659623508864726
173,0.06790506362275332
174,0.05021120916675532
175,0.06394551849242047
176,0.06543295665093257
177,0.05532352990913979
178,0.06351301134424907
179,0.06492720030900469
180,0.06739268992781293
181,0.06747167766038305
182,0.0664925740201229
183,0.06645213783625946
184,0.057956136078387434
185,0.06646131347691371
186,0.04689652493412061
187,0.05075259217463042
188,0.06678291668144565
189,0.04972418472269362
190,0.05674662439019248
191,0.05137225250158347
192,0.037648660153673706
193,0.06478837757269039
194,0.06009374670887936
195,0.08305553287518315
200,0.05684267258035532
201,0.06121070485865163
202,0.06666232738823158
204,0.06821406897263496
205,0.07250371406030505
206,0.06957634871418347
207,0.06428242940211286
208,0.06333064181990229
209,0.07270531436726552
210,0.05742018693617404
211,0.06781168124063945
213,0.051792934426719645
214,0.06721283060452272
215,0.06768387373463329
216,0.06360671658306885
217,0.0746195299557715
219,0.07331981578262194
220,0.06896472720168444
221,0.06413774859205601
222,0.07056846263198578
223,0.06591431147176662
224,0.0672690318830227
225,0.07164706070892808
226,0.054372366726848496
227,0.054948559352982915
228,0.06284174236177388
229,0.0654084793880932
232,0.06553658343286456
233,0.08466854044076427
234,0.06719068767335121
237,0.061944872554024505
240,0.09866425119100009
